Sector,Archetype,End-use,DNO,Technical Flex MW,Central Hurdle Cost (£/MWh),Economic Flex MW
Commercial,Health,Lighting,SSE (Southern),0.4502260197489087,175.0,0.4502260197489087
Commercial,Health,Lighting,UKPN (East),0.5033488439875128,175.0,0.5033488439875128
Commercial,Health,Lighting,UKPN (London),0.2049455567602502,175.0,0.2049455567602502
Commercial,Health,Lighting,UKPN (South),0.3011515253562427,175.0,0.3011515253562427
Commercial,Health,Lighting,WPD (East Midlands),0.3792983648850364,175.0,0.3792983648850364
Commercial,Health,Lighting,WPD (Midlands),0.3416022519760784,175.0,0.3416022519760784
Commercial,Health,Lighting,WPD (South Wales),0.1880715859995046,175.0,0.1880715859995046
Commercial,Health,Lighting,WPD (South West),0.1975408487563593,175.0,0.1975408487563593
Commercial,Health,Catering,ENWL,0.1147436290685684,300.0,0.1147436290685684
Commercial,Health,Catering,NPG (Northern Electric),0.1093573417518394,300.0,0.1093573417518394
Commercial,Health,Catering,NPG (Yorkshire Electric),0.1583847469387005,300.0,0.1583847469387005
Commercial,Health,Catering,SPEN (SP Distribution),0.172938933583923,300.0,0.172938933583923
Commercial,Health,Catering,SPEN (SP MANWEB),0.0861878250527635,300.0,0.0861878250527635
Commercial,Health,Catering,SSE,0.0535245207459912,300.0,0.0535245207459912
Commercial,Health,Catering,SSE (Southern),0.1732161163762576,300.0,0.1732161163762576
Commercial,Health,Catering,UKPN (East),0.1936541383961341,300.0,0.1936541383961341
Commercial,Health,Catering,UKPN (London),0.0788490043964556,300.0,0.0788490043964556
Commercial,Health,Catering,UKPN (South),0.1158624676825353,300.0,0.1158624676825353
Commercial,Health,Catering,WPD (East Midlands),0.1459280157772577,300.0,0.1459280157772577
Commercial,Health,Catering,WPD (Midlands),0.1314251350148083,300.0,0.1314251350148083
Commercial,Health,Catering,WPD (South Wales),0.0723570568971686,300.0,0.0723570568971686
Commercial,Health,Catering,WPD (South West),0.0760001802346502,300.0,0.0760001802346502
Commercial,Health,Small power,ENWL,0.1030833823133151,350.0,0.1030833823133151
Commercial,Health,Small power,NPG (Northern Electric),0.0982444494747177,350.0,0.0982444494747177
Commercial,Health,Small power,NPG (Yorkshire Electric),0.1422896901014274,350.0,0.1422896901014274
Commercial,Health,Small power,SPEN (SP Distribution),0.1553648804051285,350.0,0.1553648804051285
Commercial,Health,Small power,SPEN (SP MANWEB),0.0774294188948646,350.0,0.0774294188948646
Commercial,Health,Small power,SSE,0.0480853593352781,350.0,0.0480853593352781
Commercial,Health,Small power,SSE (Southern),0.1556138958841127,350.0,0.1556138958841127
Commercial,Health,Small power,UKPN (East),0.1739750062542918,350.0,0.1739750062542918
Commercial,Health,Small power,UKPN (London),0.0708363691405207,350.0,0.0708363691405207
Commercial,Health,Small power,UKPN (South),0.1040885245554306,350.0,0.1040885245554306
Commercial,Health,Small power,WPD (East Midlands),0.131098811870429,350.0,0.131098811870429
Commercial,Health,Small power,WPD (Midlands),0.1180697137460651,350.0,0.1180697137460651
Commercial,Health,Small power,WPD (South Wales),0.0650041332991124,350.0,0.0650041332991124
Commercial,Health,Small power,WPD (South West),0.0682770424694138,350.0,0.0682770424694138
Commercial,Health,ICT equipment,ENWL,0.0068489385916541,300.0,0.0068489385916541
Commercial,Health,ICT equipment,NPG (Northern Electric),0.0065274362009006,300.0,0.0065274362009006
Commercial,Health,ICT equipment,NPG (Yorkshire Electric),0.0094538356024072,300.0,0.0094538356024072
Commercial,Health,ICT equipment,SPEN (SP Distribution),0.0103225612248558,300.0,0.0103225612248558
Commercial,Health,ICT equipment,SPEN (SP MANWEB),0.0051444696836446,300.0,0.0051444696836446
Commercial,Health,ICT equipment,SSE,0.0031948279718253,300.0,0.0031948279718253
Commercial,Health,ICT equipment,SSE (Southern),0.0103391060033222,300.0,0.0103391060033222
Commercial,Health,ICT equipment,UKPN (East),0.0115590321890746,300.0,0.0115590321890746
Commercial,Health,ICT equipment,UKPN (London),0.004706422426309,300.0,0.004706422426309
Commercial,Health,ICT equipment,UKPN (South),0.0069157210093207,300.0,0.0069157210093207
Commercial,Health,ICT equipment,WPD (East Midlands),0.0087103051121307,300.0,0.0087103051121307
Commercial,Health,ICT equipment,WPD (Midlands),0.0078446418892537,300.0,0.0078446418892537
Commercial,Health,ICT equipment,WPD (South Wales),0.0043189242259837,300.0,0.0043189242259837
Commercial,Health,ICT equipment,WPD (South West),0.0045363788090641,300.0,0.0045363788090641
Commercial,Health,Cooled storage,ENWL,0.0122672234114065,200.0,0.0122672234114065
Commercial,Health,Cooled storage,NPG (Northern Electric),0.0116913762780302,200.0,0.0116913762780302
Commercial,Health,Cooled storage,NPG (Yorkshire Electric),0.0169328884873867,200.0,0.0169328884873867
Commercial,Health,Cooled storage,SPEN (SP Distribution),0.0184888743020027,200.0,0.0184888743020027
Commercial,Health,Cooled storage,SPEN (SP MANWEB),0.0092143268767773,200.0,0.0092143268767773
Commercial,Health,Cooled storage,SSE,0.0057222981293991,200.0,0.0057222981293991
Commercial,Health,Cooled storage,SSE (Southern),0.018518507870916,200.0,0.018518507870916
Commercial,Health,Cooled storage,UKPN (East),0.0207035336038502,200.0,0.0207035336038502
Commercial,Health,Cooled storage,UKPN (London),0.0084297347098921,200.0,0.0084297347098921
Commercial,Health,Cooled storage,UKPN (South),0.0123868382723819,200.0,0.0123868382723819
Commercial,Health,Cooled storage,WPD (East Midlands),0.0156011413100168,200.0,0.0156011413100168
Commercial,Health,Cooled storage,WPD (Midlands),0.014050640599292,200.0,0.014050640599292
Commercial,Health,Cooled storage,WPD (South Wales),0.0077356816195782,200.0,0.0077356816195782
Commercial,Health,Cooled storage,WPD (South West),0.0081251673649653,200.0,0.0081251673649653
Commercial,Health,Other,ENWL,0.6438118207140845,400.0,0.6438118207140845
Commercial,Health,Other,NPG (Northern Electric),0.6135900517808378,400.0,0.6135900517808378
Commercial,Health,Other,NPG (Yorkshire Electric),0.888676548996103,400.0,0.888676548996103
Commercial,Health,Other,SPEN (SP Distribution),0.970338227985478,400.0,0.970338227985478
Commercial,Health,Other,SPEN (SP MANWEB),0.4835888582314908,400.0,0.4835888582314908
Commercial,Health,Other,SSE,0.3003192371903541,400.0,0.3003192371903541
Commercial,Health,Other,SSE (Southern),0.9718934651664192,400.0,0.9718934651664192
Commercial,Health,Other,UKPN (East),1.0865685915784322,400.0,1.0865685915784322
Commercial,Health,Other,UKPN (London),0.4424116745657356,400.0,0.4424116745657356
Commercial,Health,Other,UKPN (South),0.6500894810163643,400.0,0.6500894810163643
Commercial,Health,Other,WPD (East Midlands),0.8187834243468742,400.0,0.8187834243468742
Commercial,Health,Other,WPD (Midlands),0.7374096161009093,400.0,0.7374096161009093
Commercial,Health,Other,WPD (South Wales),0.4059861878226016,400.0,0.4059861878226016
Commercial,Health,Other,WPD (South West),0.4264272867143615,400.0,0.4264272867143615
Commercial,Retail - Other,Heating,ENWL,3.517689036166851,225.0,3.517689036166851
Commercial,Retail - Other,Heating,NPG (Northern Electric),2.620724262686505,225.0,2.620724262686505
Commercial,Retail - Other,Heating,NPG (Yorkshire Electric),3.3422098242788447,225.0,3.3422098242788447
Commercial,Retail - Other,Heating,SPEN (SP Distribution),2.1369298137741235,225.0,2.1369298137741235
Commercial,Retail - Other,Heating,SPEN (SP MANWEB),2.3397040054033216,225.0,2.3397040054033216
Commercial,Retail - Other,Heating,SSE,0.710938756629971,225.0,0.710938756629971
Commercial,Retail - Other,Heating,SSE (Southern),4.416062179521196,225.0,4.416062179521196
Commercial,Retail - Other,Heating,UKPN (East),4.945668855519609,225.0,4.945668855519609
Commercial,Retail - Other,Heating,UKPN (London),3.561934970844496,225.0,3.561934970844496
Commercial,Retail - Other,Heating,UKPN (South),2.8595320084140883,225.0,2.8595320084140883
Commercial,Retail - Other,Heating,WPD (East Midlands),3.547987506045569,225.0,3.547987506045569
Commercial,Retail - Other,Heating,WPD (Midlands),3.3486388719062425,225.0,3.3486388719062425
Commercial,Retail - Other,Heating,WPD (South Wales),2.1289942957780603,225.0,2.1289942957780603
Commercial,Retail - Other,Heating,WPD (South West),2.1134027196784237,225.0,2.1134027196784237
Commercial,Retail - Other,Hot Water,ENWL,0.3078512938489453,250.0,0.3078512938489453
Commercial,Retail - Other,Hot Water,NPG (Northern Electric),0.2293532335560021,250.0,0.2293532335560021
Commercial,Retail - Other,Hot Water,NPG (Yorkshire Electric),0.2924941938131268,250.0,0.2924941938131268
Commercial,Retail - Other,Hot Water,SPEN (SP Distribution),0.1870138608816888,250.0,0.1870138608816888
Commercial,Retail - Other,Hot Water,SPEN (SP MANWEB),0.2047596867947846,250.0,0.2047596867947846
Commercial,Retail - Other,Hot Water,SSE,0.0622179544086101,250.0,0.0622179544086101
Commercial,Retail - Other,Hot Water,SSE (Southern),0.3864726079268225,250.0,0.3864726079268225
Commercial,Retail - Other,Hot Water,UKPN (East),0.4328212472638605,250.0,0.4328212472638605
Commercial,Retail - Other,Hot Water,UKPN (London),0.3117234861030143,250.0,0.3117234861030143
Commercial,Retail - Other,Hot Water,UKPN (South),0.2502525435141946,250.0,0.2502525435141946
Commercial,Retail - Other,Hot Water,WPD (East Midlands),0.3105028707956018,250.0,0.3105028707956018
Commercial,Retail - Other,Hot Water,WPD (Midlands),0.293056833264756,250.0,0.293056833264756
Commercial,Retail - Other,Hot Water,WPD (South Wales),0.1863193823597579,250.0,0.1863193823597579
Commercial,Retail - Other,Hot Water,WPD (South West),0.1849548823070052,250.0,0.1849548823070052
Commercial,Retail - Other,Cooling & humidification,ENWL,0.5296271620622698,200.0,0.5296271620622698
Commercial,Retail - Other,Cooling & humidification,NPG (Northern Electric),0.3945791511198696,200.0,0.3945791511198696
Commercial,Retail - Other,Cooling & humidification,NPG (Yorkshire Electric),0.503206817330934,200.0,0.503206817330934
Commercial,Retail - Other,Cooling & humidification,SPEN (SP Distribution),0.3217385224103593,200.0,0.3217385224103593
Commercial,Retail - Other,Cooling & humidification,SPEN (SP MANWEB),0.3522684295590221,200.0,0.3522684295590221
Commercial,Retail - Other,Cooling & humidification,SSE,0.1070397275605433,200.0,0.1070397275605433
Commercial,Retail - Other,Cooling & humidification,SSE (Southern),0.6648872187346454,200.0,0.6648872187346454
Commercial,Retail - Other,Cooling & humidification,UKPN (East),0.7446253871555583,200.0,0.7446253871555583
Commercial,Retail - Other,Cooling & humidification,UKPN (London),0.536288879051799,200.0,0.536288879051799
Commercial,Retail - Other,Cooling & humidification,UKPN (South),0.4305343101313123,200.0,0.4305343101313123
Commercial,Retail - Other,Cooling & humidification,WPD (East Midlands),0.5341889332852828,200.0,0.5341889332852828
Commercial,Retail - Other,Cooling & humidification,WPD (Midlands),0.5041747818709071,200.0,0.5041747818709071
Commercial,Retail - Other,Cooling & humidification,WPD (South Wales),0.3205437420211499,200.0,0.3205437420211499
Commercial,Retail - Other,Cooling & humidification,WPD (South West),0.3181962570340383,200.0,0.3181962570340383
Commercial,Retail - Other,Fans,ENWL,0.2483184108953015,200.0,0.2483184108953015
Commercial,Retail - Other,Fans,NPG (Northern Electric),0.1850004584300061,200.0,0.1850004584300061
Commercial,Retail - Other,Fans,NPG (Yorkshire Electric),0.235931096782775,200.0,0.235931096782775
Commercial,Retail - Other,Fans,SPEN (SP Distribution),0.1508487561280882,200.0,0.1508487561280882
Commercial,Retail - Other,Fans,SPEN (SP MANWEB),0.1651628596540809,200.0,0.1651628596540809
Commercial,Retail - Other,Fans,SSE,0.0501861251734197,200.0,0.0501861251734197
Commercial,Retail - Other,Fans,SSE (Southern),0.3117357820884802,200.0,0.3117357820884802
Commercial,Retail - Other,Fans,UKPN (East),0.3491214312551198,200.0,0.3491214312551198
Commercial,Retail - Other,Fans,UKPN (London),0.2514417910675587,200.0,0.2514417910675587
Commercial,Retail - Other,Fans,UKPN (South),0.2018582191129063,200.0,0.2018582191129063
Commercial,Retail - Other,Fans,WPD (East Midlands),0.2504572207262697,200.0,0.2504572207262697
Commercial,Retail - Other,Fans,WPD (Midlands),0.2363849319211263,200.0,0.2363849319211263
Commercial,Retail - Other,Fans,WPD (South Wales),0.1502885772156961,200.0,0.1502885772156961
Commercial,Retail - Other,Fans,WPD (South West),0.1491879468414337,200.0,0.1491879468414337
Commercial,Retail - Other,Lighting,ENWL,3.237985961508007,175.0,3.237985961508007
Commercial,Retail - Other,Lighting,NPG (Northern Electric),2.412341819960639,175.0,2.412341819960639
Commercial,Retail - Other,Lighting,NPG (Yorkshire Electric),3.076459681388316,175.0,3.076459681388316
Commercial,Retail - Other,Lighting,SPEN (SP Distribution),1.9670154657184808,175.0,1.9670154657184808
Commercial,Retail - Other,Lighting,SPEN (SP MANWEB),2.153666411581205,175.0,2.153666411581205
Commercial,Retail - Other,Lighting,SSE,0.6544096677653615,175.0,0.6544096677653615
Commercial,Retail - Other,Lighting,SSE (Southern),4.064926488788661,175.0,4.064926488788661
Commercial,Retail - Other,Lighting,UKPN (East),4.552422388617381,175.0,4.552422388617381
Commercial,Retail - Other,Lighting,UKPN (London),3.2787137557692447,175.0,3.2787137557692447
Commercial,Retail - Other,Lighting,UKPN (South),2.6321611730117795,175.0,2.6321611730117795
Commercial,Retail - Other,Lighting,WPD (East Midlands),3.265875299966806,175.0,3.265875299966806
Commercial,Retail - Other,Lighting,WPD (Midlands),3.0823775342028625,175.0,3.0823775342028625
Commercial,Retail - Other,Lighting,WPD (South Wales),1.9597109269703523,175.0,1.9597109269703523
Commercial,Retail - Other,Lighting,WPD (South West),1.9453590885874403,175.0,1.9453590885874403
Commercial,Retail - Other,Catering,ENWL,0.0,300.0,0.0
Commercial,Retail - Other,Catering,NPG (Northern Electric),0.0,300.0,0.0
Commercial,Retail - Other,Catering,NPG (Yorkshire Electric),0.0,300.0,0.0
Commercial,Retail - Other,Catering,SPEN (SP Distribution),0.0,300.0,0.0
Commercial,Retail - Other,Catering,SPEN (SP MANWEB),0.0,300.0,0.0
Commercial,Retail - Other,Catering,SSE,0.0,300.0,0.0
Commercial,Retail - Other,Catering,SSE (Southern),0.0,300.0,0.0
Commercial,Retail - Other,Catering,UKPN (East),0.0,300.0,0.0
Commercial,Retail - Other,Catering,UKPN (London),0.0,300.0,0.0
Commercial,Retail - Other,Catering,UKPN (South),0.0,300.0,0.0
Commercial,Retail - Other,Catering,WPD (East Midlands),0.0,300.0,0.0
Commercial,Retail - Other,Catering,WPD (Midlands),0.0,300.0,0.0
Commercial,Retail - Other,Catering,WPD (South Wales),0.0,300.0,0.0
Commercial,Retail - Other,Catering,WPD (South West),0.0,300.0,0.0
Commercial,Retail - Other,Small power,ENWL,0.0523712979189336,350.0,0.0523712979189336
Commercial,Retail - Other,Small power,NPG (Northern Electric),0.0390173007657583,350.0,0.0390173007657583
Commercial,Retail - Other,Small power,NPG (Yorkshire Electric),0.0497587662284177,350.0,0.0497587662284177
Commercial,Retail - Other,Small power,SPEN (SP Distribution),0.0318145767742353,350.0,0.0318145767742353
Commercial,Retail - Other,Small power,SPEN (SP MANWEB),0.034833475685111,350.0,0.034833475685111
Commercial,Retail - Other,Small power,SSE,0.0105844447996336,350.0,0.0105844447996336
Commercial,Retail - Other,Small power,SSE (Southern),0.0657462628601917,350.0,0.0657462628601917
Commercial,Retail - Other,Small power,UKPN (East),0.0736310385533816,350.0,0.0736310385533816
Commercial,Retail - Other,Small power,UKPN (London),0.0530300306843601,350.0,0.0530300306843601
Commercial,Retail - Other,Small power,UKPN (South),0.042572666651788,350.0,0.042572666651788
Commercial,Retail - Other,Small power,WPD (East Midlands),0.0528223810522612,350.0,0.0528223810522612
Commercial,Retail - Other,Small power,WPD (Midlands),0.0498544817863217,350.0,0.0498544817863217
Commercial,Retail - Other,Small power,WPD (South Wales),0.0316964329096583,350.0,0.0316964329096583
Commercial,Retail - Other,Small power,WPD (South West),0.0314643057748989,350.0,0.0314643057748989
Commercial,Retail - Other,ICT equipment,ENWL,0.0044163297463038,300.0,0.0044163297463038
Commercial,Retail - Other,ICT equipment,NPG (Northern Electric),0.0032902233253609,300.0,0.0032902233253609
Commercial,Retail - Other,ICT equipment,NPG (Yorkshire Electric),0.0041960220228663,300.0,0.0041960220228663
Commercial,Retail - Other,ICT equipment,SPEN (SP Distribution),0.0026828371141691,300.0,0.0026828371141691
Commercial,Retail - Other,ICT equipment,SPEN (SP MANWEB),0.0029374126849678,300.0,0.0029374126849678
Commercial,Retail - Other,ICT equipment,SSE,0.0008925575701616,300.0,0.0008925575701616
Commercial,Retail - Other,ICT equipment,SSE (Southern),0.0055442043240407,300.0,0.0055442043240407
Commercial,Retail - Other,ICT equipment,UKPN (East),0.006209106108424,300.0,0.006209106108424
Commercial,Retail - Other,ICT equipment,UKPN (London),0.0044718788967434,300.0,0.0044718788967434
Commercial,Retail - Other,ICT equipment,UKPN (South),0.003590037703568,300.0,0.003590037703568
Commercial,Retail - Other,ICT equipment,WPD (East Midlands),0.0044543683655271,300.0,0.0044543683655271
Commercial,Retail - Other,ICT equipment,WPD (Midlands),0.0042040934566927,300.0,0.0042040934566927
Commercial,Retail - Other,ICT equipment,WPD (South Wales),0.0026728743619707,300.0,0.0026728743619707
Commercial,Retail - Other,ICT equipment,WPD (South West),0.0026532997092334,300.0,0.0026532997092334
Commercial,Retail - Other,Cooled storage,ENWL,0.0456902171829897,200.0,0.0456902171829897
Commercial,Retail - Other,Cooled storage,NPG (Northern Electric),0.0340398083820839,200.0,0.0340398083820839
Commercial,Retail - Other,Cooled storage,NPG (Yorkshire Electric),0.0434109698646993,200.0,0.0434109698646993
Commercial,Retail - Other,Cooled storage,SPEN (SP Distribution),0.0277559461033366,200.0,0.0277559461033366
Commercial,Retail - Other,Cooled storage,SPEN (SP MANWEB),0.0303897197994729,200.0,0.0303897197994729
Commercial,Retail - Other,Cooled storage,SSE,0.0092341721682209,200.0,0.0092341721682209
Commercial,Retail - Other,Cooled storage,SSE (Southern),0.057358918881521,200.0,0.057358918881521
Commercial,Retail - Other,Cooled storage,UKPN (East),0.0642378225592312,200.0,0.0642378225592312
Commercial,Retail - Other,Cooled storage,UKPN (London),0.0462649144754738,200.0,0.0462649144754738
Commercial,Retail - Other,Cooled storage,UKPN (South),0.0371416112006648,200.0,0.0371416112006648
Commercial,Retail - Other,Cooled storage,WPD (East Midlands),0.0460837550013807,200.0,0.0460837550013807
Commercial,Retail - Other,Cooled storage,WPD (Midlands),0.0434944748531606,200.0,0.0434944748531606
Commercial,Retail - Other,Cooled storage,WPD (South Wales),0.0276528740190871,200.0,0.0276528740190871
Commercial,Retail - Other,Cooled storage,WPD (South West),0.027450359672056,200.0,0.027450359672056
Commercial,Retail - Other,Other,ENWL,0.2191903570765349,400.0,0.2191903570765349
Commercial,Retail - Other,Other,NPG (Northern Electric),0.1632996780077371,400.0,0.1632996780077371
Commercial,Retail - Other,Other,NPG (Yorkshire Electric),0.2082560900853986,400.0,0.2082560900853986
Commercial,Retail - Other,Other,SPEN (SP Distribution),0.1331540122258909,400.0,0.1331540122258909
Commercial,Retail - Other,Other,SPEN (SP MANWEB),0.1457890538717385,400.0,0.1457890538717385
Commercial,Retail - Other,Other,SSE,0.0442992312063708,400.0,0.0442992312063708
Commercial,Retail - Other,Other,SSE (Southern),0.275168792934635,400.0,0.275168792934635
Commercial,Retail - Other,Other,UKPN (East),0.3081690596519864,400.0,0.3081690596519864
Commercial,Retail - Other,Other,UKPN (London),0.2219473609280595,400.0,0.2219473609280595
Commercial,Retail - Other,Other,UKPN (South),0.1781800027096924,400.0,0.1781800027096924
Commercial,Retail - Other,Other,WPD (East Midlands),0.221078281894024,400.0,0.221078281894024
Commercial,Retail - Other,Other,WPD (Midlands),0.2086566898060172,400.0,0.2086566898060172
Commercial,Retail - Other,Other,WPD (South Wales),0.1326595429862108,400.0,0.1326595429862108
Commercial,Retail - Other,Other,WPD (South West),0.1316880179032577,400.0,0.1316880179032577
Commercial,"Arts, leisure and community",Heating,ENWL,0.8977442910946778,225.0,0.8977442910946778
Commercial,"Arts, leisure and community",Heating,NPG (Northern Electric),0.7375530217643732,225.0,0.7375530217643732
Commercial,"Arts, leisure and community",Heating,NPG (Yorkshire Electric),0.9990145257016588,225.0,0.9990145257016588
Commercial,"Arts, leisure and community",Heating,SPEN (SP Distribution),1.9954068077889155,225.0,1.9954068077889155
Commercial,"Arts, leisure and community",Heating,SPEN (SP MANWEB),0.6563014624113036,225.0,0.6563014624113036
Commercial,"Arts, leisure and community",Heating,SSE,0.7493526791641849,225.0,0.7493526791641849
Commercial,"Arts, leisure and community",Heating,SSE (Southern),1.3962622319222169,225.0,1.3962622319222169
Commercial,"Arts, leisure and community",Heating,UKPN (East),1.7084686700105212,225.0,1.7084686700105212
Commercial,"Arts, leisure and community",Heating,UKPN (London),1.047917567661428,225.0,1.047917567661428
Commercial,"Arts, leisure and community",Heating,UKPN (South),0.8866960998043005,225.0,0.8866960998043005
Commercial,"Arts, leisure and community",Heating,WPD (East Midlands),1.062048559757609,225.0,1.062048559757609
Commercial,"Arts, leisure and community",Heating,WPD (Midlands),0.8447206988682265,225.0,0.8447206988682265
Commercial,"Arts, leisure and community",Heating,WPD (South Wales),0.689646751289516,225.0,0.689646751289516
Commercial,"Arts, leisure and community",Heating,WPD (South West),0.5470039715301687,225.0,0.5470039715301687
Commercial,"Arts, leisure and community",Hot Water,ENWL,0.053017993444193,250.0,0.053017993444193
Commercial,"Arts, leisure and community",Hot Water,NPG (Northern Electric),0.0435575939168232,250.0,0.0435575939168232
Commercial,"Arts, leisure and community",Hot Water,NPG (Yorkshire Electric),0.05899869940662,250.0,0.05899869940662
Commercial,"Arts, leisure and community",Hot Water,SPEN (SP Distribution),0.1178425372383613,250.0,0.1178425372383613
Commercial,"Arts, leisure and community",Hot Water,SPEN (SP MANWEB),0.038759128826214,250.0,0.038759128826214
Commercial,"Arts, leisure and community",Hot Water,SSE,0.0442544450857725,250.0,0.0442544450857725
Commercial,"Arts, leisure and community",Hot Water,SSE (Southern),0.0824589168572272,250.0,0.0824589168572272
Commercial,"Arts, leisure and community",Hot Water,UKPN (East),0.1008968607706515,250.0,0.1008968607706515
Commercial,"Arts, leisure and community",Hot Water,UKPN (London),0.0618867613901306,250.0,0.0618867613901306
Commercial,"Arts, leisure and community",Hot Water,UKPN (South),0.0523655215329663,250.0,0.0523655215329663
Commercial,"Arts, leisure and community",Hot Water,WPD (East Midlands),0.0627212939555248,250.0,0.0627212939555248
Commercial,"Arts, leisure and community",Hot Water,WPD (Midlands),0.0498865845419747,250.0,0.0498865845419747
Commercial,"Arts, leisure and community",Hot Water,WPD (South Wales),0.0407283981656871,250.0,0.0407283981656871
Commercial,"Arts, leisure and community",Hot Water,WPD (South West),0.0323043580050742,250.0,0.0323043580050742
Commercial,"Arts, leisure and community",Cooling & humidification,ENWL,0.0324906194140626,225.0,0.0324906194140626
Commercial,"Arts, leisure and community",Cooling & humidification,NPG (Northern Electric),0.0266930737021093,225.0,0.0266930737021093
Commercial,"Arts, leisure and community",Cooling & humidification,NPG (Yorkshire Electric),0.0361557306080042,225.0,0.0361557306080042
Commercial,"Arts, leisure and community",Cooling & humidification,SPEN (SP Distribution),0.0722165585581675,225.0,0.0722165585581675
Commercial,"Arts, leisure and community",Cooling & humidification,SPEN (SP MANWEB),0.0237524663176606,225.0,0.0237524663176606
Commercial,"Arts, leisure and community",Cooling & humidification,SSE,0.0271201197792569,225.0,0.0271201197792569
Commercial,"Arts, leisure and community",Cooling & humidification,SSE (Southern),0.0505326797726527,225.0,0.0505326797726527
Commercial,"Arts, leisure and community",Cooling & humidification,UKPN (East),0.0618318667005676,225.0,0.0618318667005676
Commercial,"Arts, leisure and community",Cooling & humidification,UKPN (London),0.0379255999797909,225.0,0.0379255999797909
Commercial,"Arts, leisure and community",Cooling & humidification,UKPN (South),0.0320907699446868,225.0,0.0320907699446868
Commercial,"Arts, leisure and community",Cooling & humidification,WPD (East Midlands),0.0384370203148401,225.0,0.0384370203148401
Commercial,"Arts, leisure and community",Cooling & humidification,WPD (Midlands),0.030571621574605,225.0,0.030571621574605
Commercial,"Arts, leisure and community",Cooling & humidification,WPD (South Wales),0.0249592788821525,225.0,0.0249592788821525
Commercial,"Arts, leisure and community",Cooling & humidification,WPD (South West),0.0197968375107084,225.0,0.0197968375107084
Commercial,"Arts, leisure and community",Fans,ENWL,0.0334886501844234,200.0,0.0334886501844234
Commercial,"Arts, leisure and community",Fans,NPG (Northern Electric),0.0275130183319947,200.0,0.0275130183319947
Commercial,"Arts, leisure and community",Fans,NPG (Yorkshire Electric),0.0372663444504736,200.0,0.0372663444504736
Commercial,"Arts, leisure and community",Fans,SPEN (SP Distribution),0.0744348710702218,200.0,0.0744348710702218
Commercial,"Arts, leisure and community",Fans,SPEN (SP MANWEB),0.024482082824963,200.0,0.024482082824963
Commercial,"Arts, leisure and community",Fans,SSE,0.0279531821992319,200.0,0.0279531821992319
Commercial,"Arts, leisure and community",Fans,SSE (Southern),0.0520849176256517,200.0,0.0520849176256517
Commercial,"Arts, leisure and community",Fans,UKPN (East),0.0637311873866269,200.0,0.0637311873866269
Commercial,"Arts, leisure and community",Fans,UKPN (London),0.0390905797938674,200.0,0.0390905797938674
Commercial,"Arts, leisure and community",Fans,UKPN (South),0.0330765183368982,200.0,0.0330765183368982
Commercial,"Arts, leisure and community",Fans,WPD (East Midlands),0.0396177096857109,200.0,0.0396177096857109
Commercial,"Arts, leisure and community",Fans,WPD (Midlands),0.0315107055188796,200.0,0.0315107055188796
Commercial,"Arts, leisure and community",Fans,WPD (South Wales),0.0257259656606638,200.0,0.0257259656606638
Commercial,"Arts, leisure and community",Fans,WPD (South West),0.0204049469696179,200.0,0.0204049469696179
Commercial,"Arts, leisure and community",Lighting,ENWL,0.0602784681702297,175.0,0.0602784681702297
Commercial,"Arts, leisure and community",Lighting,NPG (Northern Electric),0.0495225275028698,175.0,0.0495225275028698
Commercial,"Arts, leisure and community",Lighting,NPG (Yorkshire Electric),0.0670781935195328,175.0,0.0670781935195328
Commercial,"Arts, leisure and community",Lighting,SPEN (SP Distribution),0.1339803181630914,175.0,0.1339803181630914
Commercial,"Arts, leisure and community",Lighting,SPEN (SP MANWEB),0.0440669433428486,175.0,0.0440669433428486
Commercial,"Arts, leisure and community",Lighting,SSE,0.0503148079774433,175.0,0.0503148079774433
Commercial,"Arts, leisure and community",Lighting,SSE (Southern),0.0937511375333726,175.0,0.0937511375333726
Commercial,"Arts, leisure and community",Lighting,UKPN (East),0.1147140398069132,175.0,0.1147140398069132
Commercial,"Arts, leisure and community",Lighting,UKPN (London),0.0703617570993189,175.0,0.0703617570993189
Commercial,"Arts, leisure and community",Lighting,UKPN (South),0.0595366444085619,175.0,0.0595366444085619
Commercial,"Arts, leisure and community",Lighting,WPD (East Midlands),0.0713105735560014,175.0,0.0713105735560014
Commercial,"Arts, leisure and community",Lighting,WPD (Midlands),0.056718232869378,175.0,0.056718232869378
Commercial,"Arts, leisure and community",Lighting,WPD (South Wales),0.0463058915090592,175.0,0.0463058915090592
Commercial,"Arts, leisure and community",Lighting,WPD (South West),0.0367282329878867,175.0,0.0367282329878867
Commercial,"Arts, leisure and community",Catering,ENWL,0.0851493217079937,300.0,0.0851493217079937
Commercial,"Arts, leisure and community",Catering,NPG (Northern Electric),0.0699554874922555,300.0,0.0699554874922555
Commercial,"Arts, leisure and community",Catering,NPG (Yorkshire Electric),0.0947546089501761,300.0,0.0947546089501761
Commercial,"Arts, leisure and community",Catering,SPEN (SP Distribution),0.1892605031300839,300.0,0.1892605031300839
Commercial,"Arts, leisure and community",Catering,SPEN (SP MANWEB),0.0622489331479282,300.0,0.0622489331479282
Commercial,"Arts, leisure and community",Catering,SSE,0.0710746623329616,300.0,0.0710746623329616
Commercial,"Arts, leisure and community",Catering,SSE (Southern),0.1324327908893689,300.0,0.1324327908893689
