Sector,Archetype,End-use,DNO,Technical Flex MW,Central Hurdle Cost (£/MWh),Economic Flex MW
Commercial,"Arts, leisure and community",Catering,UKPN (East),0.1620449718854431,300.0,0.1620449718854431
Commercial,"Arts, leisure and community",Catering,UKPN (London),0.099392968551722,300.0,0.099392968551722
Commercial,"Arts, leisure and community",Catering,UKPN (South),0.0841014219844225,300.0,0.0841014219844225
Commercial,"Arts, leisure and community",Catering,WPD (East Midlands),0.1007332660105714,300.0,0.1007332660105714
Commercial,"Arts, leisure and community",Catering,WPD (Midlands),0.0801201358280164,300.0,0.0801201358280164
Commercial,"Arts, leisure and community",Catering,WPD (South Wales),0.0654116697515492,300.0,0.0654116697515492
Commercial,"Arts, leisure and community",Catering,WPD (South West),0.051882276066137,300.0,0.051882276066137
Commercial,"Arts, leisure and community",Small power,ENWL,0.0013218803233202,350.0,0.0013218803233202
Commercial,"Arts, leisure and community",Small power,NPG (Northern Electric),0.0010860072701625,350.0,0.0010860072701625
Commercial,"Arts, leisure and community",Small power,NPG (Yorkshire Electric),0.0014709953127364,350.0,0.0014709953127364
Commercial,"Arts, leisure and community",Small power,SPEN (SP Distribution),0.0029381295123795,350.0,0.0029381295123795
Commercial,"Arts, leisure and community",Small power,SPEN (SP MANWEB),0.000966368706472,350.0,0.000966368706472
Commercial,"Arts, leisure and community",Small power,SSE,0.0011033816328774,350.0,0.0011033816328774
Commercial,"Arts, leisure and community",Small power,SSE (Southern),0.0020559212560657,350.0,0.0020559212560657
Commercial,"Arts, leisure and community",Small power,UKPN (East),0.0025156284927663,350.0,0.0025156284927663
Commercial,"Arts, leisure and community",Small power,UKPN (London),0.0015430024193907,350.0,0.0015430024193907
Commercial,"Arts, leisure and community",Small power,UKPN (South),0.0013056124541509,350.0,0.0013056124541509
Commercial,"Arts, leisure and community",Small power,WPD (East Midlands),0.0015638095474184,350.0,0.0015638095474184
Commercial,"Arts, leisure and community",Small power,WPD (Midlands),0.0012438059273801,350.0,0.0012438059273801
Commercial,"Arts, leisure and community",Small power,WPD (South Wales),0.0010154678560637,350.0,0.0010154678560637
Commercial,"Arts, leisure and community",Small power,WPD (South West),0.0008054340126876,350.0,0.0008054340126876
Commercial,"Arts, leisure and community",ICT equipment,ENWL,0.0002415878134752,300.0,0.0002415878134752
Commercial,"Arts, leisure and community",ICT equipment,NPG (Northern Electric),0.0001984794819834,300.0,0.0001984794819834
Commercial,"Arts, leisure and community",ICT equipment,NPG (Yorkshire Electric),0.0002688401778639,300.0,0.0002688401778639
Commercial,"Arts, leisure and community",ICT equipment,SPEN (SP Distribution),0.0005369746958785,300.0,0.0005369746958785
Commercial,"Arts, leisure and community",ICT equipment,SPEN (SP MANWEB),0.0001766142506918,300.0,0.0001766142506918
Commercial,"Arts, leisure and community",ICT equipment,SSE,0.0002016548332046,300.0,0.0002016548332046
Commercial,"Arts, leisure and community",ICT equipment,SSE (Southern),0.0003757416705338,300.0,0.0003757416705338
Commercial,"Arts, leisure and community",ICT equipment,UKPN (East),0.0004597581009125,300.0,0.0004597581009125
Commercial,"Arts, leisure and community",ICT equipment,UKPN (London),0.0002820002492746,300.0,0.0002820002492746
Commercial,"Arts, leisure and community",ICT equipment,UKPN (South),0.0002386146858227,300.0,0.0002386146858227
Commercial,"Arts, leisure and community",ICT equipment,WPD (East Midlands),0.0002858029751918,300.0,0.0002858029751918
Commercial,"Arts, leisure and community",ICT equipment,WPD (Midlands),0.0002273188798427,300.0,0.0002273188798427
Commercial,"Arts, leisure and community",ICT equipment,WPD (South Wales),0.0001855876471363,300.0,0.0001855876471363
Commercial,"Arts, leisure and community",ICT equipment,WPD (South West),0.0001472017084988,300.0,0.0001472017084988
Commercial,"Arts, leisure and community",Cooled storage,ENWL,0.0252727819549987,200.0,0.0252727819549987
Commercial,"Arts, leisure and community",Cooled storage,NPG (Northern Electric),0.0207631692946467,200.0,0.0207631692946467
Commercial,"Arts, leisure and community",Cooled storage,NPG (Yorkshire Electric),0.0281236834679819,200.0,0.0281236834679819
Commercial,"Arts, leisure and community",Cooled storage,SPEN (SP Distribution),0.0561735470389652,200.0,0.0561735470389652
Commercial,"Arts, leisure and community",Cooled storage,SPEN (SP MANWEB),0.0184758220361865,200.0,0.0184758220361865
Commercial,"Arts, leisure and community",Cooled storage,SSE,0.0210953464764648,200.0,0.0210953464764648
Commercial,"Arts, leisure and community",Cooled storage,SSE (Southern),0.0393067728632858,200.0,0.0393067728632858
Commercial,"Arts, leisure and community",Cooled storage,UKPN (East),0.0480958292939665,200.0,0.0480958292939665
Commercial,"Arts, leisure and community",Cooled storage,UKPN (London),0.029500373833652,200.0,0.029500373833652
Commercial,"Arts, leisure and community",Cooled storage,UKPN (South),0.0249617596157329,200.0,0.0249617596157329
Commercial,"Arts, leisure and community",Cooled storage,WPD (East Midlands),0.0298981814115973,200.0,0.0298981814115973
Commercial,"Arts, leisure and community",Cooled storage,WPD (Midlands),0.0237800922235209,200.0,0.0237800922235209
Commercial,"Arts, leisure and community",Cooled storage,WPD (South Wales),0.0194145394676478,200.0,0.0194145394676478
Commercial,"Arts, leisure and community",Cooled storage,WPD (South West),0.0153989418124212,200.0,0.0153989418124212
Commercial,"Arts, leisure and community",Other,ENWL,0.1377341523920667,400.0,0.1377341523920667
Commercial,"Arts, leisure and community",Other,NPG (Northern Electric),0.1131572111397699,400.0,0.1131572111397699
Commercial,"Arts, leisure and community",Other,NPG (Yorkshire Electric),0.153271282579918,400.0,0.153271282579918
Commercial,"Arts, leisure and community",Other,SPEN (SP Distribution),0.3061402540505615,400.0,0.3061402540505615
Commercial,"Arts, leisure and community",Other,SPEN (SP MANWEB),0.1006913956853684,400.0,0.1006913956853684
Commercial,"Arts, leisure and community",Other,SSE,0.1149675437997505,400.0,0.1149675437997505
Commercial,"Arts, leisure and community",Other,SSE (Southern),0.2142180094471691,400.0,0.2142180094471691
Commercial,"Arts, leisure and community",Other,UKPN (East),0.2621174943539507,400.0,0.2621174943539507
Commercial,"Arts, leisure and community",Other,UKPN (London),0.1607741083851474,400.0,0.1607741083851474
Commercial,"Arts, leisure and community",Other,UKPN (South),0.1360391115235918,400.0,0.1360391115235918
Commercial,"Arts, leisure and community",Other,WPD (East Midlands),0.1629421201877657,400.0,0.1629421201877657
Commercial,"Arts, leisure and community",Other,WPD (Midlands),0.1295991415604327,400.0,0.1295991415604327
Commercial,"Arts, leisure and community",Other,WPD (South Wales),0.1058073124842476,400.0,0.1058073124842476
Commercial,"Arts, leisure and community",Other,WPD (South West),0.0839227039605383,400.0,0.0839227039605383
Commercial,Emergency Services & Military,Heating,ENWL,0.1301358656691886,300.0,0.1301358656691886
Commercial,Emergency Services & Military,Heating,NPG (Northern Electric),0.0780510388183951,300.0,0.0780510388183951
Commercial,Emergency Services & Military,Heating,NPG (Yorkshire Electric),0.1511923957661292,300.0,0.1511923957661292
Commercial,Emergency Services & Military,Heating,SPEN (SP Distribution),0.3362642797472326,300.0,0.3362642797472326
Commercial,Emergency Services & Military,Heating,SPEN (SP MANWEB),0.0836279888336315,300.0,0.0836279888336315
Commercial,Emergency Services & Military,Heating,SSE,0.1761080139574141,300.0,0.1761080139574141
Commercial,Emergency Services & Military,Heating,SSE (Southern),0.1732154517552973,300.0,0.1732154517552973
Commercial,Emergency Services & Military,Heating,UKPN (East),0.1579477742416266,300.0,0.1579477742416266
Commercial,Emergency Services & Military,Heating,UKPN (London),0.1655552482971891,300.0,0.1655552482971891
Commercial,Emergency Services & Military,Heating,UKPN (South),0.0921766474434416,300.0,0.0921766474434416
Commercial,Emergency Services & Military,Heating,WPD (East Midlands),0.1090847754130066,300.0,0.1090847754130066
Commercial,Emergency Services & Military,Heating,WPD (Midlands),0.1466019076318564,300.0,0.1466019076318564
Commercial,Emergency Services & Military,Heating,WPD (South Wales),0.0792436853980043,300.0,0.0792436853980043
Commercial,Emergency Services & Military,Heating,WPD (South West),0.0776060891017999,300.0,0.0776060891017999
Commercial,Emergency Services & Military,Hot Water,ENWL,0.0292581852553028,250.0,0.0292581852553028
Commercial,Emergency Services & Military,Hot Water,NPG (Northern Electric),0.0175480582649101,250.0,0.0175480582649101
Commercial,Emergency Services & Military,Hot Water,NPG (Yorkshire Electric),0.0339922826176413,250.0,0.0339922826176413
Commercial,Emergency Services & Military,Hot Water,SPEN (SP Distribution),0.0756016225119321,250.0,0.0756016225119321
Commercial,Emergency Services & Military,Hot Water,SPEN (SP MANWEB),0.0188019127335939,250.0,0.0188019127335939
Commercial,Emergency Services & Military,Hot Water,SSE,0.0395940110039121,250.0,0.0395940110039121
Commercial,Emergency Services & Military,Hot Water,SSE (Southern),0.0389436820547263,250.0,0.0389436820547263
Commercial,Emergency Services & Military,Hot Water,UKPN (East),0.0355110807897627,250.0,0.0355110807897627
Commercial,Emergency Services & Military,Hot Water,UKPN (London),0.03722145389942,250.0,0.03722145389942
Commercial,Emergency Services & Military,Hot Water,UKPN (South),0.0207238904758865,250.0,0.0207238904758865
Commercial,Emergency Services & Military,Hot Water,WPD (East Midlands),0.0245253109214342,250.0,0.0245253109214342
Commercial,Emergency Services & Military,Hot Water,WPD (Midlands),0.0329602123920031,250.0,0.0329602123920031
Commercial,Emergency Services & Military,Hot Water,WPD (South Wales),0.0178161985995586,250.0,0.0178161985995586
Commercial,Emergency Services & Military,Hot Water,WPD (South West),0.0174480211139641,250.0,0.0174480211139641
Commercial,Emergency Services & Military,Cooling & humidification,ENWL,0.0048316123578159,225.0,0.0048316123578159
Commercial,Emergency Services & Military,Cooling & humidification,NPG (Northern Electric),0.0028978357484782,225.0,0.0028978357484782
Commercial,Emergency Services & Military,Cooling & humidification,NPG (Yorkshire Electric),0.0056133875471993,225.0,0.0056133875471993
Commercial,Emergency Services & Military,Cooling & humidification,SPEN (SP Distribution),0.012484633972074,225.0,0.012484633972074
Commercial,Emergency Services & Military,Cooling & humidification,SPEN (SP MANWEB),0.0031048936604072,225.0,0.0031048936604072
Commercial,Emergency Services & Military,Cooling & humidification,SSE,0.0065384408223791,225.0,0.0065384408223791
Commercial,Emergency Services & Military,Cooling & humidification,SSE (Southern),0.0064310473746955,225.0,0.0064310473746955
Commercial,Emergency Services & Military,Cooling & humidification,UKPN (East),0.005864197498446,225.0,0.005864197498446
Commercial,Emergency Services & Military,Cooling & humidification,UKPN (London),0.0061466435825414,225.0,0.0061466435825414
Commercial,Emergency Services & Military,Cooling & humidification,UKPN (South),0.0034222835234516,225.0,0.0034222835234516
Commercial,Emergency Services & Military,Cooling & humidification,WPD (East Midlands),0.0040500391358279,225.0,0.0040500391358279
Commercial,Emergency Services & Military,Cooling & humidification,WPD (Midlands),0.0054429544457333,225.0,0.0054429544457333
Commercial,Emergency Services & Military,Cooling & humidification,WPD (South Wales),0.0029421156702577,225.0,0.0029421156702577
Commercial,Emergency Services & Military,Cooling & humidification,WPD (South West),0.0028813159017914,225.0,0.0028813159017914
Commercial,Emergency Services & Military,Fans,ENWL,0.0091581420429489,200.0,0.0091581420429489
Commercial,Emergency Services & Military,Fans,NPG (Northern Electric),0.0054927401944337,200.0,0.0054927401944337
Commercial,Emergency Services & Military,Fans,NPG (Yorkshire Electric),0.0106399679221391,200.0,0.0106399679221391
Commercial,Emergency Services & Military,Fans,SPEN (SP Distribution),0.0236641606989687,200.0,0.0236641606989687
Commercial,Emergency Services & Military,Fans,SPEN (SP MANWEB),0.0058852107877119,200.0,0.0058852107877119
Commercial,Emergency Services & Military,Fans,SSE,0.0123933720994603,200.0,0.0123933720994603
Commercial,Emergency Services & Military,Fans,SSE (Southern),0.0121898118020832,200.0,0.0121898118020832
Commercial,Emergency Services & Military,Fans,UKPN (East),0.011115368883391,200.0,0.011115368883391
Commercial,Emergency Services & Military,Fans,UKPN (London),0.0116507349612253,200.0,0.0116507349612253
Commercial,Emergency Services & Military,Fans,UKPN (South),0.0064868115026473,200.0,0.0064868115026473
Commercial,Emergency Services & Military,Fans,WPD (East Midlands),0.0076766989854667,200.0,0.0076766989854667
Commercial,Emergency Services & Military,Fans,WPD (Midlands),0.0103169182988553,200.0,0.0103169182988553
Commercial,Emergency Services & Military,Fans,WPD (South Wales),0.0055766711440373,200.0,0.0055766711440373
Commercial,Emergency Services & Military,Fans,WPD (South West),0.0054614274376807,200.0,0.0054614274376807
Commercial,Emergency Services & Military,Lighting,ENWL,0.0291513729608651,175.0,0.0291513729608651
Commercial,Emergency Services & Military,Lighting,NPG (Northern Electric),0.0174839959059549,175.0,0.0174839959059549
Commercial,Emergency Services & Military,Lighting,NPG (Yorkshire Electric),0.0338681876449735,175.0,0.0338681876449735
Commercial,Emergency Services & Military,Lighting,SPEN (SP Distribution),0.0753256251220307,175.0,0.0753256251220307
Commercial,Emergency Services & Military,Lighting,SPEN (SP MANWEB),0.0187332729522346,175.0,0.0187332729522346
Commercial,Emergency Services & Military,Lighting,SSE,0.0394494659091149,175.0,0.0394494659091149
Commercial,Emergency Services & Military,Lighting,SSE (Southern),0.0388015111033217,175.0,0.0388015111033217
Commercial,Emergency Services & Military,Lighting,UKPN (East),0.035381441169806,175.0,0.035381441169806
Commercial,Emergency Services & Military,Lighting,UKPN (London),0.037085570253233,175.0,0.037085570253233
Commercial,Emergency Services & Military,Lighting,UKPN (South),0.0206482341673325,175.0,0.0206482341673325
Commercial,Emergency Services & Military,Lighting,WPD (East Midlands),0.02443577684034,175.0,0.02443577684034
Commercial,Emergency Services & Military,Lighting,WPD (Midlands),0.032839885178267,175.0,0.032839885178267
Commercial,Emergency Services & Military,Lighting,WPD (South Wales),0.0177511573458386,175.0,0.0177511573458386
Commercial,Emergency Services & Military,Lighting,WPD (South West),0.0173843239587127,175.0,0.0173843239587127
Commercial,Emergency Services & Military,Catering,ENWL,0.0026754772306736,300.0,0.0026754772306736
Commercial,Emergency Services & Military,Catering,NPG (Northern Electric),0.0016046596848241,300.0,0.0016046596848241
Commercial,Emergency Services & Military,Catering,NPG (Yorkshire Electric),0.0031083806930794,300.0,0.0031083806930794
Commercial,Emergency Services & Military,Catering,SPEN (SP Distribution),0.0069132934208898,300.0,0.0069132934208898
Commercial,Emergency Services & Military,Catering,SPEN (SP MANWEB),0.0017193167987999,300.0,0.0017193167987999
Commercial,Emergency Services & Military,Catering,SSE,0.0036206235618393,300.0,0.0036206235618393
Commercial,Emergency Services & Military,Catering,SSE (Southern),0.0035611550650473,300.0,0.0035611550650473
Commercial,Emergency Services & Military,Catering,UKPN (East),0.0032472652442585,300.0,0.0032472652442585
Commercial,Emergency Services & Military,Catering,UKPN (London),0.0034036681199296,300.0,0.0034036681199296
Commercial,Emergency Services & Military,Catering,UKPN (South),0.0018950695887456,300.0,0.0018950695887456
Commercial,Emergency Services & Military,Catering,WPD (East Midlands),0.002242685606538,300.0,0.002242685606538
Commercial,Emergency Services & Military,Catering,WPD (Midlands),0.0030140043547981,300.0,0.0030140043547981
Commercial,Emergency Services & Military,Catering,WPD (South Wales),0.0016291794338693,300.0,0.0016291794338693
Commercial,Emergency Services & Military,Catering,WPD (South West),0.0015955119158411,300.0,0.0015955119158411
